,Department,CourseNumber,Credits,Prerequisites
3180,HPHY,405,1-12,
3181,HPHY,406,1-12,
3182,HPHY,407,1-5,
3183,HPHY,408,1-15,
3184,HPHY,409,1-12,
3185,HPHY,410,1-5,
3187,HPHY,412,4,['HPHY\xa0325']
3188,HPHY,413,4,"['HPHY\xa0323', 'HPHY\xa0324']"
3189,HPHY,414,4,['HPHY\xa0371']
3190,HPHY,420,2,['HPHY\xa0323']
3191,HPHY,422,4,"['HPHY\xa0325', 'HPHY\xa0371']"
3192,HPHY,423,4,['HPHY\xa0325']
3193,HPHY,432,4,"['HPHY\xa0321', 'HPHY\xa0322']"
3194,HPHY,433,4,"['HPHY\xa0325', 'HPHY\xa0333']"
3195,HPHY,434,4,"['HPHY\xa0325', 'HPHY\xa0333']"
3196,HPHY,436,4,"['HPHY\xa0321', 'HPHY\xa0322']"
3197,HPHY,462,4,['HPHY\xa0362']
3198,HPHY,470,4,['HPHY\xa0371']
3199,HPHY,473,4,"['HPHY\xa0325', 'HPHY\xa0371']"
3200,HPHY,503,1-16,
3201,HPHY,507,1-5,
3202,HPHY,508,1-15,
3203,HPHY,510,1-5,
3204,HPHY,512,4,
3205,HPHY,513,4,
3206,HPHY,514,4,
3207,HPHY,520,2,
3208,HPHY,522,4,
3209,HPHY,523,4,
3210,HPHY,532,4,
3211,HPHY,533,4,
3212,HPHY,534,4,
3213,HPHY,536,4,
3214,HPHY,570,4,
3215,HPHY,573,4,
3216,HPHY,601,1-16,
3217,HPHY,603,1-16,
3218,HPHY,605,1-16,
3219,HPHY,606,1-16,
3220,HPHY,607,1-9,
3221,HPHY,608,1-16,
3222,HPHY,609,1-12,
3223,HPHY,610,1-5,
3227,HPHY,621,4,
3228,HPHY,622,4,
3229,HPHY,623,4,
3230,HPHY,631,3,
3231,HPHY,631,3,
3232,HPHY,632,2,['HPHY\xa0631']
3233,HPHY,662,2,
3234,HPHY,670,4,['HPHY\xa0623']
3235,HPHY,676,4,['HPHY\xa0623']
3236,HPHY,684,4,['HPHY\xa0621']
3237,HPHY,685,4,['HPHY\xa0621']
3238,HUM,101,4,
3239,HUM,102,4,
3240,HUM,103,4,
3241,HUM,199,1-5,
3242,HUM,240,4,
3243,HUM,300,4,
3244,HUM,399,1-5,
3245,HUM,403,1-6,
3246,HUM,405,1-6,
3247,HUM,406,1-5,
3248,HUM,407,1-5,
3249,HUM,409,1-12,
3250,HUM,410,1-5,
3251,HUM,510,1-5,
3252,ICH,101,5,
3253,ICH,102,5,['ICH\xa0101']
3254,ICH,103,5,['ICH\xa0102']
3255,ICH,199,1-5,
3256,ICH,201,5,['ICH\xa0103']
3257,ICH,202,5,['ICH\xa0201']
3258,ICH,203,5,['ICH\xa0202']
3259,ICH,605,1-16,
3260,IST,503,1-16,
3261,IST,601,1-16,
3262,IST,605,1-16,
3263,IST,606,1-16,
3264,IST,607,1-5,
3265,IST,608,1-16,
3266,IST,609,1-16,
3267,IST,610,1-5,
3268,IARC,199,1-5,
3269,IARC,204,4,
3270,IARC,401,1-6,
3271,IARC,404,1-12,
3272,IARC,405,1-12,
3273,IARC,406,1-12,
3274,IARC,407,1-6,
3275,IARC,408,1-6,
3276,IARC,409,1-12,
3277,IARC,410,1-6,
3278,IARC,444,3,"['PD\xa0323', 'ARCH\xa0484', 'IARC\xa0484']"
3279,IARC,445,3,"['IARC\xa0473', 'IARC\xa0484']"
3280,IARC,447,3,"['PD\xa0350', 'ARCH\xa0484', 'IARC\xa0484']"
3281,IARC,471,3,
3282,IARC,472,3,
3283,IARC,473,4,"['ARCH\xa0462', 'ARCH\xa0484', 'IARC\xa0471', 'IARC\xa0472', 'IARC\xa0484']"
3284,IARC,474,3,
3285,IARC,475,3,
3286,IARC,476,3,
3287,IARC,484,6,['ARCH\xa0383']
3288,IARC,486,6,"['IARC\xa0444', 'IARC\xa0484', 'ARCH\xa0484']"
3289,IARC,487,6,"['ARCH\xa0462', 'ARCH\xa0484', 'IARC\xa0471', 'IARC\xa0472', 'IARC\xa0484', 'IARC\xa0473']"
3290,IARC,488,8,['IARC\xa0445']
3291,IARC,489,8,['IARC\xa0488']
3292,IARC,492,3,"['ARCH\xa0484', 'IARC\xa0484', 'ARCH\xa0492']"
3293,IARC,503,1-6,
3294,IARC,507,1-6,
3295,IARC,508,1-6,
3296,IARC,510,1-6,
3297,IARC,544,3,"['ARCH\xa0584', 'IARC\xa0584']"
3298,IARC,545,3,"['IARC\xa0573', 'IARC\xa0584']"
3299,IARC,547,3,"['ARCH\xa0584', 'IARC\xa0584']"
3300,IARC,571,3,['ARCH\xa0570']
3301,IARC,572,3,['ARCH\xa0570']
3302,IARC,573,4,"['ARCH\xa0562', 'ARCH\xa0584', 'IARC\xa0571', 'IARC\xa0572', 'IARC\xa0584']"
3303,IARC,574,3,
3304,IARC,575,3,
3305,IARC,576,3,
3306,IARC,584,6,['ARCH\xa0681']
3307,IARC,586,6,"['IARC\xa0544', 'ARCH\xa0584', 'IARC\xa0584']"
3308,IARC,587,6,"['ARCH\xa0562', 'ARCH\xa0584', 'IARC\xa0571', 'IARC\xa0572', 'IARC\xa0584', 'IARC\xa0573']"
3309,IARC,588,8,
3310,IARC,589,8,['IARC\xa0588']
3311,IARC,592,3,"['ARCH\xa0584', 'IARC\xa0584', 'ARCH\xa0592']"
3312,IARC,600,1-5,
3313,IARC,601,1-6,
3314,IARC,604,1-12,
3315,IARC,605,1-16,
3316,IARC,606,1-16,
3317,IARC,607,1-6,
3318,IARC,608,1-16,
3319,IARC,609,1-16,
3320,IARC,610,1-6,
3321,IARC,611,1-9,
3322,IARC,684,6,['ARCH\xa0681']
3323,ITAL,101,5,
3324,ITAL,102,5,['ITAL\xa0101']
3325,ITAL,103,5,['ITAL\xa0102']
3326,ITAL,104,5,
3327,ITAL,105,5,['ITAL\xa0104']
3328,ITAL,150,4,
3329,ITAL,152,4,
3330,ITAL,199,1-5,
3331,ITAL,201,4,
3332,ITAL,202,4,['ITAL\xa0201']
3333,ITAL,203,4,['ITAL\xa0202']
3334,ITAL,301,4,['ITAL\xa0203']
3335,ITAL,303,4,['ITAL\xa0203']
3336,ITAL,305,4,['ITAL\xa0203']
3337,ITAL,306,4,['ITAL\xa0203']
3338,ITAL,317,4,['ITAL\xa0203']
3339,ITAL,318,4,['ITAL\xa0203']
3340,ITAL,319,4,['ITAL\xa0203']
3341,ITAL,350,4,
3342,ITAL,399,1-5,
3343,ITAL,403,3-6,
3344,ITAL,405,1-6,
3345,ITAL,407,1-6,"['ITAL\xa0317', 'ITAL\xa0318', 'ITAL\xa0319']"
3346,ITAL,408,1-12,
3347,ITAL,409,1-12,
3348,ITAL,410,1-4,
3349,ITAL,507,1-6,
3350,ITAL,508,1-12,['ITAL\xa0203']
3351,ITAL,510,1-4,
3352,ITAL,601,1-6,
3353,ITAL,605,1-16,
3354,ITAL,606,1-4,
3355,ITAL,607,1-6,
3356,ITAL,609,1-12,
3357,JPN,101,5,
3358,JPN,102,5,['JPN\xa0101']
3359,JPN,103,5,['JPN\xa0102']
3360,JPN,160,4,
3361,JPN,196,1-2,
3362,JPN,198,1-2,
3363,JPN,199,1-5,
3364,JPN,201,5,['JPN\xa0103']
3365,JPN,202,5,['JPN\xa0201']
3366,JPN,203,5,['JPN\xa0202']
3367,JPN,250,4,
3368,JPN,260,4,['JPN\xa0103']
3369,JPN,261,4,['JPN\xa0103']
3370,JPN,301,5,['JPN\xa0203']
3371,JPN,302,5,['JPN\xa0301']
3372,JPN,303,5,['JPN\xa0302']
3373,JPN,305,4,['WR\xa0121']
3374,JPN,306,4,['WR\xa0121']
3375,JPN,307,4,['WR\xa0121']
3376,JPN,315,4,['JPN\xa0103']
3377,JPN,320,3,['JPN\xa0102']
3378,JPN,399,1-5,
3379,JPN,401,1-4,
3380,JPN,403,1-6,
3381,JPN,405,1-21,
3382,JPN,406,1-21,
3383,JPN,407,1-4,
3384,JPN,408,1-21,
3385,JPN,409,1-12,
3386,JPN,410,1-5,
3387,JPN,411,4,['JPN\xa0303']
3388,JPN,412,4,['JPN\xa0411']
3389,JPN,413,4,['JPN\xa0412']
3390,JPN,414,4,['JPN\xa0303']
3391,JPN,415,4,['JPN\xa0414']
3392,JPN,416,4,['JPN\xa0415']
3393,JPN,425,4,
3394,JPN,434,4,['JPN\xa0416']
3395,JPN,435,4,['JPN\xa0434']
3396,JPN,436,4,['JPN\xa0435']
3397,JPN,455,4,['JPN\xa0303']
3398,JPN,473,4,
3399,JPN,480,4,
3400,JPN,490,4,"['JPN\xa0412', 'JPN\xa0416', 'JPN\xa0303']"
3401,JPN,503,1-6,
3402,JPN,507,1-4,
3403,JPN,508,1-21,
3404,JPN,510,1-5,
3405,JPN,511,4,['JPN\xa0303']
3406,JPN,512,4,['JPN\xa0511']
3407,JPN,513,4,['JPN\xa0512']
3408,JPN,514,4,['JPN\xa0303']
3409,JPN,515,4,['JPN\xa0514']
3410,JPN,516,4,['JPN\xa0515']
3411,JPN,525,4,
3412,JPN,534,4,['JPN\xa0516']
3413,JPN,535,4,['JPN\xa0534']
3414,JPN,536,4,['JPN\xa0535']
3415,JPN,573,4,
3416,JPN,580,4,
3417,JPN,590,4,"['JPN\xa0512', 'JPN\xa0516']"
3418,JPN,601,1-10,
3419,JPN,603,1-16,
3420,JPN,605,1-16,
3421,JPN,606,1-4,
3422,JPN,607,1-6,
3423,JPN,609,1-12,
3424,JPN,610,1-5,
3425,JCOM,101,4,
3426,JCOM,102,2,
3427,JCOM,103,2,
3428,JCOM,196,1-2,
3429,JCOM,198,1-12,
3430,JCOM,199,1-5,
3431,JCOM,199,2,
3432,JCOM,201,4,
3433,JCOM,202,4,
3434,JCOM,203,4,
3435,JCOM,220,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'CINE\xa0260', 'ENG260', 'CINE\xa0265', 'CINE\xa0266', 'CINE\xa0267', 'J211', 'J212', 'CINE\xa0260', 'ENG\xa0260', 'CINE\xa0265', 'CINE\xa0266', 'CINE\xa0267']"
3436,JCOM,221,2,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'J\xa0211']"
3437,JCOM,241,4,"['JCOM\xa0102', 'JCOM\xa0103', 'J\xa0211']"
3438,JCOM,280,4,
3439,JCOM,299,1-5,
3440,JCOM,299,4,
3441,JCOM,301,4,"['JCOM\xa0201', 'J 201']"
3442,JCOM,302,4,"['JCOM\xa0201', 'J 201']"
3443,JCOM,303,4,"['JCOM\xa0201', 'J 201']"
3444,JCOM,304,4,"['JCOM\xa0201', 'J 201']"
3445,JCOM,305,4,"['JCOM\xa0201', 'J 201']"
3446,JCOM,306,4,"['JCOM\xa0201', 'J 201']"
3447,JCOM,311,4,"['JCOM\xa0201', 'J 201']"
3448,JCOM,312,4,"['JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'J201', 'JCOM\xa0311', 'J314']"
3449,JCOM,314,4,"['JCOM\xa0201', 'J 201']"
3450,JCOM,315,4,"['JCOM\xa0201', 'J 201']"
3451,JCOM,316,4,"['JCOM\xa0201', 'J 201']"
3452,JCOM,317,4,"['JCOM\xa0201', 'J 201']"
3453,JCOM,318,4,"['JCOM\xa0201', 'J 201']"
3454,JCOM,322,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0311', 'J 201']"
3455,JCOM,330,4,"['JCOM\xa0101', 'J 100', 'JCOM\xa0201', 'J 201', 'JCOM\xa0202', 'J\xa0211']"
3456,JCOM,331,8,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0330', 'J\xa0211', 'J\xa0212']"
3457,JCOM,332,4,"['JCOM\xa0331', 'J 361']"
3458,JCOM,333,4,"['JCOM\xa0332', 'J 361']"
3459,JCOM,341,4,"['JCOM\xa0331', 'J 361']"
3460,JCOM,342,4,"['JCOM\xa0241', 'JCOM\xa0331', 'JCOM\xa0341', 'J 361']"
3461,JCOM,345,4,"['JCOM\xa0241', 'JCOM\xa0331', 'J\xa0211', 'J\xa0212']"
3462,JCOM,347,4,
3463,JCOM,348,4,
3464,JCOM,349,4,
3465,JCOM,350,4,"['JCOM\xa0101', 'JCOM\xa0201', 'JCOM\xa0202', 'J\xa0211', 'J\xa0212']"
3466,JCOM,351,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'J 342']"
3467,JCOM,352,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0350', 'J 342']"
3468,JCOM,353,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0350', 'J 342']"
3469,JCOM,354,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0350', 'J 342']"
3470,JCOM,355,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0350', 'J 342']"
3471,JCOM,356,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0350', 'J 342']"
3472,JCOM,359,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0350', 'J 342']"
3473,JCOM,360,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0350', 'J 342']"
3474,JCOM,361,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0350', 'J 342']"
3475,JCOM,365,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'J\xa0211', 'J\xa0212']"
3476,JCOM,370,4,
3477,JCOM,371,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0370', 'J\xa0211', 'J\xa0212', 'J 350']"
3478,JCOM,372,4,"['JCOM\xa0101', 'JCOM\xa0102', 'JCOM\xa0103', 'JCOM\xa0201', 'JCOM\xa0202', 'JCOM\xa0203', 'JCOM\xa0370', 'J\xa0211', 'J\xa0212', 'J 350']"
3479,JCOM,373,4,"['JCOM\xa0371', 'J 352']"
3480,JCOM,380,4,"['JCOM\xa0280', 'JCOM\xa0311', 'J 249']"
3481,JCOM,381,4,"['JCOM\xa0280', 'JCOM\xa0311', 'J 249']"
3482,JCOM,382,4,"['JCOM\xa0280', 'JCOM\xa0311', 'J 249']"
3483,JCOM,383,4,
3484,JCOM,385,4,
3485,JCOM,399,1-8,
3486,JCOM,399,4,
3487,JCOM,400,1-5,
3488,JCOM,401,1-9,
3489,JCOM,403,1-9,
3490,JCOM,404,1-9,
3491,JCOM,405,1-5,
3492,JCOM,406,1-12,
3493,JCOM,407,1-4,
3494,JCOM,408,1-6,
3495,JCOM,409,1-12,
3496,JCOM,410,1-4,
3497,JCOM,411,4,"['JCOM\xa0201', 'CINE\xa0411']"
3498,JCOM,419,4,"['JCOM\xa0201', 'J 201']"
3499,JCOM,420,4,"['JCOM\xa0220', 'J 208']"
3500,JCOM,421,4,"['JCOM\xa0420', 'J 331', 'J 420']"
3501,JCOM,422,4,['JCOM\xa0421']
3502,JCOM,427,4,
3503,JCOM,428,4,"['ANTH\xa0427', 'JCOM\xa0427', 'ANTH\xa0428']"
3504,JCOM,431,4,"['JCOM\xa0333', 'J 361']"
3505,JCOM,433,4,"['JCOM\xa0333', 'J 361']"
3506,JCOM,434,4,"['JCOM\xa0333', 'J 361']"
3507,JCOM,435,4,"['JCOM\xa0333', 'J 361']"
3508,JCOM,446,4,"['JCOM\xa0345', 'J 365']"
3509,JCOM,455,4,"['JCOM\xa0311', 'JCOM\xa0330', 'JCOM\xa0350', 'JCOM\xa0370', 'J 342']"
3510,JCOM,457,4,"['JCOM\xa0311', 'JCOM\xa0330', 'JCOM\xa0350', 'JCOM\xa0370', 'J 342']"
3511,JCOM,461,4,"['JCOM\xa0350', 'JCOM\xa0351', 'JCOM 454']"
3512,JCOM,462,5,
3513,JCOM,470,4,"['JCOM\xa0311', 'JCOM\xa0330', 'JCOM\xa0350', 'JCOM\xa0370', 'J 342', 'J 350']"
3514,JCOM,471,4,"['JCOM\xa0371', 'J 352']"
3515,JCOM,472,4,"['JCOM\xa0373', 'J 452', 'JCOM\xa0471', 'J 453', 'JCOM\xa0470', 'J 494']"
3516,JCOM,473,4,
3517,JCOM,474,4,
3518,JCOM,475,4,
3519,JCOM,476,4,
3520,JCOM,477,4,
3521,JCOM,478,4,
3522,JCOM,480,4,"['JCOM\xa0280', 'JCOM\xa0311', 'J 249']"
3523,JCOM,485,4,
3524,JCOM,486,4,
3525,JCOM,500,1-5,
3526,JCOM,503,1-9,
3527,JCOM,507,1-4,
3528,JCOM,508,1-6,
3529,JCOM,510,1-4,
3530,JCOM,511,4,
3531,JCOM,519,4,
3532,JCOM,520,4,
3533,JCOM,521,4,
3534,JCOM,522,4,['JCOM\xa0521']
3535,JCOM,527,4,
3536,JCOM,528,4,"['ANTH\xa0527', 'JCOM\xa0527']"
3537,JCOM,531,4,
3538,JCOM,533,4,
3539,JCOM,534,4,
3540,JCOM,535,4,
3541,JCOM,546,4,
3542,JCOM,555,4,
3543,JCOM,557,4,
3544,JCOM,561,4,
3545,JCOM,562,5,
3546,JCOM,570,4,
3547,JCOM,571,4,
3548,JCOM,572,4,
3549,JCOM,573,4,
3550,JCOM,574,4,
3551,JCOM,575,4,
3552,JCOM,576,4,
3553,JCOM,577,4,
3554,JCOM,578,4,
3555,JCOM,580,4,
3556,JCOM,585,4,
3557,JCOM,586,4,
3558,JCOM,601,1-6,
3559,JCOM,603,1-16,
3560,JCOM,604,1-6,
3561,JCOM,605,1-12,
3562,JCOM,606,1-6,
3563,JCOM,607,1-5,
3564,JCOM,608,1-6,
3565,JCOM,609,1-6,
3566,JCOM,610,1-5,
3567,JCOM,611,4,
3568,JCOM,612,5,
3569,JCOM,613,5,['JCOM\xa0612']
3570,JCOM,614,5,['JCOM\xa0613']
3571,JCOM,616,4,
3572,JCOM,618,4,
3573,JCOM,621,4,
3574,JCOM,622,4,
3575,JCOM,623,4,
3576,JCOM,624,2,
3577,JCOM,625,2,
3578,JCOM,628,4,
3579,JCOM,629,4,
3580,JCOM,631,4,
3581,JCOM,632,4,['JCOM\xa0631']
3582,JCOM,633,4,
3583,JCOM,634,4,
3584,JCOM,635,4,
3585,JCOM,639,4,
3586,JCOM,641,4,
3587,JCOM,642,4,
3588,JCOM,643,5,"['JCOM\xa0614', 'JCOM\xa0641', 'JCOM\xa0642']"
3589,JCOM,644,4,
3590,JCOM,646,4,
3591,JCOM,648,4,
3592,JCOM,649,4,
3593,JCOM,651,8,
3594,JCOM,652,4,
3595,JCOM,653,4,['JCOM\xa0651']
3596,JCOM,654,4,['JCOM\xa0653']
3597,JCOM,660,4,"['JCOM\xa0641', 'JCOM\xa0642']"
3598,JCOM,663,4,
3599,JCOM,664,4,
3600,JCOM,665,4,
3601,JCOM,667,4,
3602,JCOM,669,4,
3603,JCOM,671,4,
3604,JCOM,672,4,
3605,JDST,199,1-12,
3606,JDST,212,4,
3607,JDST,213,4,
3608,JDST,330,4,
3609,JDST,352,4,
3610,JDST,353,4,
3611,JDST,354,4,
3612,JDST,399,1-12,
3613,JDST,401,1-12,
3614,JDST,402,1-12,
3615,JDST,403,1-12,
3616,JDST,404,1-12,
3617,JDST,405,1-12,
3618,JDST,406,1-12,
3619,JDST,407,1-16,
3620,JDST,408,1-12,
3621,JDST,409,1-12,
3622,JDST,410,1-16,
3623,JDST,510,1-16,
3624,JDST,605,1-16,
3625,KRN,101,5,
3626,KRN,102,5,['KRN\xa0101']
3627,KRN,103,5,['KRN\xa0102']
3628,KRN,151,4,
3629,KRN,199,1-5,
3630,KRN,201,5,['KRN\xa0103']
3631,KRN,202,5,['KRN\xa0201']
3632,KRN,203,5,['KRN\xa0202']
3633,KRN,301,5,['KRN\xa0203']
3634,KRN,302,5,['KRN\xa0301']
3635,KRN,303,5,['KRN\xa0302']
3636,KRN,309,4,
3637,KRN,315,4,['KRN\xa0103']
3638,KRN,361,4,
3639,KRN,362,4,
3640,KRN,399,1-5,
3641,KRN,403,1-6,
3642,KRN,410,1-5,
3643,KRN,503,1-6,
3644,KRN,510,1-5,
3645,KRN,605,1-16,
3646,KRN,609,1-12,
3647,LERC,401,1-21,
3648,LERC,405,1-21,
3649,LERC,406,1-12,
3650,LERC,407,1-5,
3651,LERC,408,1-21,
3652,LERC,410,1-5,
3653,LERC,507,1-5,
3654,LERC,508,1-21,
3655,LERC,510,1-5,
3656,LERC,601,1-16,
3657,LERC,605,1-16,
3658,LERC,606,1-12,
3659,LERC,608,1-16,
3660,LA,196,1-12,
3661,LA,199,1-5,
3662,LA,227,2,
3663,LA,260,4,
3664,LA,289,6,
3665,LA,301,2,
3666,LA,326,4,
3667,LA,327,4,
3668,LA,328,4,
3669,LA,337,1-4,
3670,LA,352,2-4,
3671,LA,375,4,
3672,LA,390,2-4,
3673,LA,399,1-5,
3674,LA,401,1-21,
3675,LA,404,1-12,
3676,LA,405,1-12,
3677,LA,406,1-12,
3678,LA,407,1-5,
3679,LA,408,1-21,
3680,LA,409,1-12,
3681,LA,410,1-5,
3682,LA,413,4,
3683,LA,415,4,
3684,LA,429,4,
3685,LA,439,6,['LA\xa0289']
3686,LA,440,4,['LA\xa0413']
3687,LA,441,2-6,
3688,LA,450,2-4,
3689,LA,451,2,
3690,LA,452,2,
3691,LA,453,2,
3692,LA,459,2-4,
3693,LA,462,2,
3694,LA,464,4,
3695,LA,465,4,['LA\xa0464']
3696,LA,466,4,['LA\xa0465']
3697,LA,472,4,
3698,LA,474,4,
3699,LA,475,4,['LA\xa0474']
3700,LA,489,6,"['LA 362', 'LA 366', 'LA\xa0439']"
3701,LA,490,3,
3702,LA,494,6,['LA\xa0489']
3703,LA,499,8,
3704,LA,503,1-16,
3705,LA,507,1-5,
3706,LA,508,1-21,
3707,LA,510,1-5,
3708,LA,513,4,
3709,LA,515,4,
3710,LA,529,4,
3711,LA,540,4,['LA\xa0513']
3712,LA,541,2-6,
3713,LA,550,2-4,
3714,LA,551,2,
3715,LA,552,2,
3716,LA,553,2,
3717,LA,559,2-4,
3718,LA,562,2,
3719,LA,564,4,
3720,LA,565,4,
3721,LA,566,4,
3722,LA,572,4,
3723,LA,574,4,
3724,LA,575,4,
3725,LA,589,6,['LA 539']
3726,LA,594,6,['LA\xa0589']
3727,LA,601,1-16,
3728,LA,603,1-16,
3729,LA,604,1-9,
3730,LA,605,1-16,
3731,LA,606,1-16,
3732,LA,607,1-5,
3733,LA,608,1-16,
3734,LA,609,1-16,
3735,LA,610,1-6,
3736,LA,620,2-4,
3737,LA,621,2-4,['LA\xa0620']
3738,LA,639,6,
3739,LA,694,6,['LA\xa0589']
3740,LA,699,2-10,
3741,LT,199,1-5,
3742,LT,399,1-5,
3743,LT,402,1-12,
3744,LT,405,1-12,
3745,LT,406,1-4,
3746,LT,407,1-5,
3747,LT,409,1-12,
3748,LT,410,1-8,
3749,LT,428,4,
3750,LT,434,4,
3751,LT,435,4,
3752,LT,436,4,"['LING\xa0444', 'LT\xa0435']"
3753,LT,437,4,"['LT\xa0435', 'LT\xa0436']"
3754,LT,438,4,
3755,LT,439,4,
3756,LT,448,5,['LT\xa0436']
3757,LT,449,5,['LT\xa0436']
3758,LT,507,1-5,
3759,LT,510,1-8,
3760,LT,528,4,
3761,LT,534,4,
3762,LT,535,4,"['LING 540', 'LING\xa0544']"
3763,LT,536,4,"['LING\xa0544', 'LT\xa0535']"
3764,LT,537,4,"['LT\xa0535', 'LT\xa0536']"
3765,LT,538,4,
3766,LT,539,4,
3767,LT,548,5,['LT\xa0536']
3768,LT,549,5,['LT\xa0536']
3769,LT,604,1-9,
3770,LT,605,1-9,
3771,LT,606,1-16,
3772,LT,607,1-5,
3773,LT,608,1-5,
3774,LT,609,1-16,
3775,LT,610,1-5,
3776,LT,611,1-7,['LT\xa0536']
3777,LAT,101,5,
3778,LAT,102,5,['LAT\xa0101']
3779,LAT,103,5,['LAT\xa0102']
3780,LAT,199,1-5,
3781,LAT,301,4,
3782,LAT,302,4,['LAT\xa0301']
3783,LAT,303,4,['LAT\xa0302']
3784,LAT,399,1-5,
3785,LAT,401,1-21,
3786,LAT,403,1-12,
3787,LAT,405,1-21,
3788,LAT,407,1-5,
3789,LAT,408,1-12,
3790,LAT,409,1-12,
3791,LAT,410,1-5,
3792,LAT,411,4,
3793,LAT,503,1-16,
3794,LAT,507,1-5,
3795,LAT,508,1-12,
3796,LAT,510,1-5,
3797,LAT,511,4,
3798,LAT,601,1-16,
3799,LAT,605,1-16,
3800,LAT,606,1-16,
3801,LAT,607,1-5,
3802,LAT,608,1-16,
3803,LAT,609,1-16,
3804,LAT,610,1-5,
3805,LAS,199,1-5,
3806,LAS,200,4,
3807,LAS,211,4,
3808,LAS,399,1-5,
3809,LAS,400,1-5,
3810,LAS,401,1-4,
3811,LAS,403,1-4,
3812,LAS,404,1-12,
3813,LAS,405,1-4,
3814,LAS,407,4,
3815,LAS,410,1-5,
3816,LAS,500,1-5,
3817,LAS,510,1-5,
3818,LAW,101,4,
3819,LAW,102,4,
3820,LAW,103,4,
3821,LAW,104,4,
3822,LAW,196,1-6,
3823,LAW,199,1-5,
3824,LAW,201,4,
3825,LAW,202,4,
3826,LAW,203,4,
3827,LAW,204,4,
3828,LAW,250,2,
3829,LAW,301,4,
3830,LAW,304,4,
3831,LAW,310,4,
3832,LAW,399,1-5,
3833,LAW,401,1-6,
3834,LAW,403,1-12,
3835,LAW,404,1-12,
3836,LAW,405,1-6,
3837,LAW,407,1-5,
3838,LAW,408,1-12,
3839,LAW,410,1-5,
3840,LAW,415,4,
3841,LAW,416,4,
3842,LAW,417,4,
3843,LAW,418,4,
3844,LAW,419,4,
3845,LAW,510,1-5,
3846,LAW,600,1-15,
3847,LAW,601,1-16,
3848,LAW,605,1-16,
3849,LAW,607,1-5,
3850,LAW,610,1-5,
3851,LAW,611,4,
3852,LAW,613,4,
3853,LAW,614,3,['LAW\xa0613']
3854,LAW,615,4,
3855,LAW,617,4,
3856,LAW,618,4,
3857,LAW,619,2,
3858,LAW,620,3-4,
3859,LAW,622,3,
3860,LAW,623,3,
3861,LAW,624,2,
3862,LAW,625,3,['LAW\xa0648']
3863,LAW,626,2-3,['LAW\xa0620']
3864,LAW,627,3,
3865,LAW,628,3,
3867,LAW,630,2-3,
3868,LAW,632,2-3,
3869,LAW,633,3,"['LAW\xa0620', 'LAW\xa0680']"
3870,LAW,634,2,
3871,LAW,636,3-4,
3872,LAW,637,3,['LAW\xa0617']
3873,LAW,638,2,
3874,LAW,641,3,
3875,LAW,642,3,
