,Department,CourseNumber,Credits,Prerequisites
1495,CS,453,4,['CS\xa0451']
1496,CS,461,4,"['CS\xa0314', 'CS\xa0425', 'CS\xa0420']"
1497,CS,471,4,['CS\xa0315']
1498,CS,472,4,['CS\xa0315']
1499,CS,473,4,['CS\xa0315']
1500,CS,500,1-5,
1501,CS,503,1-16,
1502,CS,507,1-5,
1503,CS,508,1-21,
1504,CS,510,1-5,
1505,CS,513,4,
1506,CS,520,4,
1507,CS,522,4,
1508,CS,523,4,['CS\xa0522']
1509,CS,529,4,
1510,CS,531,4,
1511,CS,532,4,
1512,CS,533,4,
1513,CS,534,1-4,"['CS\xa0532', 'CS\xa0533']"
1514,CS,536,4,
1515,CS,537,4,
1516,CS,541,4,
1517,CS,543,4,
1518,CS,545,4,
1519,CS,551,4,
1520,CS,553,4,['CS\xa0551']
1521,CS,561,4,['CS\xa0520']
1522,CS,571,4,
1523,CS,572,4,
1524,CS,573,4,
1525,CS,601,1-16,
1526,CS,603,1-16,
1527,CS,604,1-4,
1528,CS,605,1-16,
1529,CS,606,1-16,
1530,CS,607,1-5,
1531,CS,608,1-16,
1532,CS,609,1-16,
1533,CS,610,1-5,
1534,CS,621,4,['CS\xa0520']
1535,CS,624,4,
1536,CS,630,4,['CS\xa0529']
1537,CS,631,4,['CS\xa0529']
1538,CS,632,4,['CS\xa0532']
1539,CS,633,4,['CS\xa0533']
1540,CS,640,2,
1541,CS,670,4,['CS\xa0551']
1542,CRES,101,4,
1543,CRES,199,1-4,
1544,CRES,399,1-5,
1545,CRES,401,1-4,
1546,CRES,404,1-4,
1547,CRES,410,1-5,
1548,CRES,415,4,
1549,CRES,435,4,
1550,CRES,440,2,
1551,CRES,441,2,['CRES\xa0440']
1552,CRES,445,4,
1553,CRES,503,1-9,
1554,CRES,510,1-5,
1555,CRES,515,4,
1556,CRES,535,4,
1557,CRES,540,1-2,
1558,CRES,541,2,['CRES\xa0540']
1559,CRES,545,4,
1560,CRES,601,1-9,
1561,CRES,604,1-8,
1562,CRES,605,1-16,
1563,CRES,607,1-5,
1564,CRES,608,1-16,
1565,CRES,610,1-5,
1566,CRES,611,1-9,
1567,CRES,612,4,
1568,CRES,613,4,
1569,CRES,614,4,
1570,CRES,616,4,
1571,CRES,620,2,
1572,CRES,621,2,
1575,CRES,625,4,
1576,CRES,631,4,
1577,CRES,632,3,
1581,CRES,660,4,
1582,CRES,665,4,
1583,CRES,670,4,
1584,CPSY,198,1-2,
1585,CPSY,199,1-5,
1586,CPSY,217,3,
1587,CPSY,401,1-5,
1588,CPSY,404,1-12,
1589,CPSY,405,1-12,
1590,CPSY,406,1-12,
1591,CPSY,407,1-5,
1592,CPSY,408,1-21,
1593,CPSY,409,1-12,
1594,CPSY,410,1-5,
1595,CPSY,503,1-16,
1596,CPSY,507,1-5,
1597,CPSY,508,1-21,
1598,CPSY,510,1-5,
1599,CPSY,601,1-16,
1600,CPSY,603,1-16,
1601,CPSY,605,1-16,
1602,CPSY,606,1-16,
1603,CPSY,607,1-5,
1604,CPSY,608,1-16,
1605,CPSY,609,1-12,
1606,CPSY,610,1-5,
1607,CPSY,611,2-3,
1608,CPSY,612,3,
1609,CPSY,613,3,
1610,CPSY,614,3,
1611,CPSY,615,3,
1612,CPSY,617,3,
1613,CPSY,618,3,
1614,CPSY,621,3,
1615,CPSY,622,4,
1616,CPSY,625,3,
1617,CPSY,626,3,
1618,CPSY,627,3,
1619,CPSY,635,4-5,
1620,CPSY,642,4,
1621,CPSY,645,3,
1622,CPSY,654,4,
1623,CPSY,690,4,
1624,CPSY,704,1-15,
1625,CPSY,706,1-16,
1626,CPSY,708,1-16,
1627,CPSY,709,1-16,
1628,CFT,401,1-5,
1629,CFT,407,1-5,
1630,CFT,410,1-5,
1631,CFT,503,1-16,
1632,CFT,507,1-5,
1633,CFT,510,1-5,
1634,CFT,601,1-16,
1635,CFT,604,1-9,
1636,CFT,605,1-16,
1637,CFT,606,1-16,
1638,CFT,607,1-5,
1639,CFT,608,1-16,
1640,CFT,609,1-12,
1641,CFT,610,1-5,
1642,CFT,612,3,
1643,CFT,615,3,
1644,CFT,616,3,
1645,CFT,620,3,
1646,CFT,625,4,
1647,CFT,626,3,
1648,CFT,628,4,
1649,CFT,629,4,
1650,CFT,640,3,
1651,CRWR,199,1-5,
1652,CRWR,225,4,
1653,CRWR,230,4,
1654,CRWR,235,4,['CRWR\xa0225']
1655,CRWR,240,4,
1656,CRWR,244,4,
1657,CRWR,245,4,['CRWR\xa0225']
1658,CRWR,330,4,"['CRWR\xa0230', 'CRWR\xa0235']"
1659,CRWR,335,4,['CRWR\xa0235']
1660,CRWR,336,4,"['CRWR\xa0225', 'CRWR\xa0230', 'CRWR\xa0240', 'CRWR\xa0244']"
1661,CRWR,340,4,"['CRWR\xa0240', 'CRWR\xa0244', 'CRWR\xa0245']"
1662,CRWR,345,4,['CRWR\xa0245']
1663,CRWR,399,1-5,
1664,CRWR,405,1-21,
1665,CRWR,407,1-5,
1666,CRWR,410,1-5,
1667,CRWR,413,4,"['CRWR\xa0330', 'CRWR\xa0335']"
1668,CRWR,414,4,"['CRWR\xa0336', 'CRWR\xa0340', 'CRWR\xa0345']"
1669,CRWR,435,4,"['CRWR\xa0330', 'CRWR\xa0335']"
1670,CRWR,445,4,"['CRWR\xa0336', 'CRWR\xa0340', 'CRWR\xa0345']"
1671,CRWR,503,1-16,
1672,CRWR,507,1-5,
1673,CRWR,601,1-16,
1674,CRWR,605,1-16,
1675,CRWR,607,1-5,
1676,CRWR,608,1-16,
1677,CRWR,609,1-16,
1678,CRWR,610,1-5,
1679,CRWR,635,6,
1680,CRWR,645,6,
1685,DANC,199,1-5,
1690,DANC,299,1-5,
1694,DANC,399,1-5,
1697,DAN,198,1-2,
1698,DAN,199,1-5,
1699,DAN,241,4,
1700,DAN,251,4,
1701,DAN,252,3,"['DAN\xa0171', 'DAN\xa0258']"
1702,DAN,255,3,
1703,DAN,256,3,
1704,DAN,258,3,
1705,DAN,260,4,
1708,DAN,299,1-5,
1709,DAN,301,4,
1710,DAN,352,3,['DAN\xa0252']
1711,DAN,355,1-2,['DAN\xa0255']
1712,DAN,360,4,
1713,DAN,380,2,
1714,DAN,394,3,['DANC\xa0270']
1715,DAN,401,1-4,
1716,DAN,403,1-12,
1717,DAN,404,1-4,
1718,DAN,405,1-21,
1719,DAN,406,1-12,
1720,DAN,407,1-5,
1721,DAN,408,1-21,
1722,DAN,409,1-12,
1723,DAN,410,1-5,
1724,DAN,412,1-6,"['DAN\xa0255', 'DAN\xa0352']"
1726,DAN,436,3,
1727,DAN,443,3,['DAN\xa0251']
1728,DAN,444,3,['DAN\xa0251']
1729,DAN,452,3,['DAN\xa0352']
1730,DAN,458,3,['DAN\xa0258']
1731,DAN,480,2,
1732,DAN,486,3,"['DAN\xa0480', 'DANC\xa0370', 'DANC\xa0372', 'DANC\xa0375']"
1733,DAN,491,3,"['DAN\xa0252', 'DAN\xa0271', 'DAN\xa0394']"
1734,DAN,494,3,"['DANC\xa0370', 'DANC\xa0372', 'DANC\xa0375']"
1735,DAN,503,1-16,
1736,DAN,507,1-5,
1737,DAN,508,1-21,
1738,DAN,510,1-5,
1739,DAN,536,3,
1740,DAN,601,1-16,
1741,DAN,605,1-16,
1742,DAN,606,1-16,
1743,DAN,607,1-5,
1744,DAN,608,1-16,
1745,DAN,609,1-12,
1746,DAN,610,1-5,
1747,DANE,199,1-5,
1748,DANE,399,1-5,
1749,DANE,401,1-16,
1750,DANE,403,1-12,
1751,DANE,405,1-16,
1752,DANE,409,1-12,
1753,DSCI,101,4,
1754,DSCI,102,4,"['DSCI\xa0101', 'MATH\xa0101']"
1755,DSCI,196,1-12,
1756,DSCI,198,1-12,
1757,DSCI,199,1-5,
1758,DSCI,299,1-5,
1759,DSCI,311,4,"['DSCI\xa0102', 'CS\xa0211', 'MATH\xa0342']"
1760,DSCI,345,4,"['MATH\xa0342', 'CS\xa0211', 'MATH\xa0343', 'MATH\xa0345']"
1761,DSCI,350,4,
1762,DSCI,372,4,"['CS\xa0212', 'DSCI\xa0345', 'MATH\xa0342', 'CS\xa0372']"
1763,DSCI,399,1-5,
1764,DSCI,400,1-5,
1765,DSCI,401,1-12,
1766,DSCI,402,1-6,
1767,DSCI,403,1-12,
1768,DSCI,404,1-12,
1769,DSCI,405,1-5,
1770,DSCI,406,1-12,
1771,DSCI,407,1-5,
1772,DSCI,409,1-12,
1773,DSCI,410,1-5,
1774,DSCI,410,4,
1775,DSCI,411,4,"['DSCI\xa0311', 'DSCI\xa0372', 'PHIL\xa0223']"
1776,DSCI,601,1-16,
1777,DSCI,604,1-9,
1778,DSCI,610,1-5,
1779,DSCI,625,4,
1780,DSCI,626,4,
1781,DSCI,627,4,
1782,DSCI,631,4,
1783,DSCI,632,4,
1784,DSCI,633,4,
1785,DSCI,634,4,
1786,DSCI,635,4,['DSCI\xa0631']
1787,DSCI,636,4,"['DSCI\xa0631', 'DSCI\xa0632', 'DSCI\xa0633', 'DSCI\xa0634', 'DSCI\xa0635', 'PHIL\xa0623']"
1788,ERTH,101,4,
1789,ERTH,102,4,
1790,ERTH,103,4,
1791,ERTH,137,4,
1792,ERTH,156,4,
1793,ERTH,198,1-12,
1794,ERTH,199,1-6,
1795,ERTH,201,4,
1796,ERTH,202,4,
1797,ERTH,203,4,
1798,ERTH,213,4,
1799,ERTH,304,4,
1800,ERTH,305,4,
1801,ERTH,306,4,
1802,ERTH,307,4,
1803,ERTH,308,4,
1804,ERTH,310,4,
1805,ERTH,311,5,"['ERTH\xa0101', 'ERTH\xa0102', 'ERTH\xa0201', 'ERTH\xa0202', 'CH\xa0221', 'CH\xa0224']"
1806,ERTH,315,4,"['MATH\xa0252', 'PHYS\xa0201']"
1807,ERTH,316,4,
1808,ERTH,318,3,"['ERTH\xa0101', 'ERTH\xa0103', 'ERTH\xa0201', 'ERTH\xa0203']"
1809,ERTH,319,4,"['ERTH\xa0101', 'ERTH\xa0201']"
1810,ERTH,331,5,"['ERTH\xa0201', 'ERTH\xa0202', 'ERTH\xa0101', 'ERTH\xa0102', 'CH\xa0221', 'CH\xa0224']"
1811,ERTH,332,5,['ERTH\xa0331']
1812,ERTH,334,4,"['ERTH\xa0101', 'ERTH\xa0103', 'ERTH\xa0201', 'ERTH\xa0203', 'ERTH\xa0311', 'ERTH\xa0332']"
1813,ERTH,337,4,"['ERTH\xa0101', 'ERTH\xa0102', 'ERTH\xa0201', 'ERTH\xa0202', 'PHYS\xa0201', 'PHYS\xa0202', 'PHYS\xa0251', 'PHYS\xa0252']"
1814,ERTH,350,3,"['ERTH\xa0318', 'ERTH\xa0311', 'ERTH\xa0332']"
1817,ERTH,353,4,"['ERTH\xa0101', 'ERTH\xa0201']"
1818,ERTH,363,4,['MATH\xa0251']
1819,ERTH,399,1-5,
1820,ERTH,400,1-5,
1821,ERTH,401,1-21,
1822,ERTH,403,1-6,
1823,ERTH,405,1-21,
1824,ERTH,406,1-6,
1825,ERTH,407,1-5,
1826,ERTH,408,1-12,
1827,ERTH,409,1-12,
1828,ERTH,410,1-5,
1829,ERTH,410,1-5,
1830,ERTH,416,4,"['MATH\xa0252', 'ERTH\xa0363', 'CS\xa0122']"
1831,ERTH,418,4,"['MATH\xa0246', 'MATH\xa0251']"
1832,ERTH,420,3,
1833,ERTH,423,4,"['PHYS\xa0253', 'MATH\xa0282', 'PHYS\xa0423']"
1834,ERTH,434,4,"['ERTH\xa0103', 'ERTH\xa0203']"
1835,ERTH,436,4,"['ERTH\xa0103', 'ERTH\xa0203', 'BI\xa0213']"
1836,ERTH,441,4,
1837,ERTH,451,4,"['CH\xa0222', 'CH\xa0225', 'ERTH\xa0316']"
1838,ERTH,453,3,['ERTH\xa0350']
1839,ERTH,454,4,"['PHYS\xa0252', 'MATH\xa0252']"
1840,ERTH,455,4,"['ERTH\xa0315', 'PHYS\xa0202', 'MATH\xa0256']"
1841,ERTH,456,4,"['MATH\xa0252', 'ERTH\xa0363']"
1842,ERTH,458,4,"['ERTH\xa0101', 'ERTH\xa0201', 'PHYS\xa0201', 'MATH\xa0252']"
1843,ERTH,467,4,"['ERTH\xa0315', 'MATH\xa0253']"
1844,ERTH,468,4,"['MATH\xa0256', 'ERTH\xa0455']"
1845,ERTH,471,4,"['ERTH\xa0311', 'ERTH\xa0332', 'CH\xa0223', 'MATH\xa0253']"
1846,ERTH,473,4,
1847,ERTH,474,4,"['ENVS\xa0477', 'CH\xa0222']"
1848,ERTH,480,4,"['ERTH\xa0201', 'PHYS\xa0201', 'PHYS\xa0251', 'MATH\xa0251', 'MATH\xa0246']"
1849,ERTH,500,1-5,
1850,ERTH,503,1-16,
1851,ERTH,507,1-5,
1852,ERTH,508,1-12,
1853,ERTH,510,1-5,
1854,ERTH,510,1-5,
1855,ERTH,516,4,
1856,ERTH,518,4,"['MATH\xa0246', 'MATH\xa0251']"
1857,ERTH,520,3,
1858,ERTH,523,4,
1859,ERTH,534,4,
1860,ERTH,536,4,
1861,ERTH,541,4,
1862,ERTH,551,4,
1863,ERTH,553,3,
1864,ERTH,554,4,
1865,ERTH,555,4,
1866,ERTH,556,4,
1867,ERTH,558,4,
1868,ERTH,567,4,
1869,ERTH,568,4,
1870,ERTH,573,4,
1871,ERTH,574,4,
1872,ERTH,580,4,
1873,ERTH,601,1-16,
1874,ERTH,603,1-16,
1875,ERTH,605,1-16,
1876,ERTH,606,1-16,
1877,ERTH,607,1-5,
1878,ERTH,608,1-16,
1879,ERTH,609,1-12,
1880,ERTH,610,1-5,
1881,ERTH,620,3,['ERTH 514']
1882,ERTH,692,4,['ERTH\xa0580']
1883,EALL,109,4,
1884,EALL,196,1-2,
1885,EALL,198,1-2,
1886,EALL,199,1-5,
1887,EALL,199,4,
1888,EALL,209,4,
1889,EALL,211,4,
1890,EALL,399,1-5,
1891,EALL,401,1-21,
1892,EALL,402,1-12,
1893,EALL,405,1-21,
1894,EALL,406,1-21,
1895,EALL,407,1-4,
1896,EALL,408,1-21,
1897,EALL,409,1-12,
1898,EALL,410,1-5,
1899,EALL,442,4,
1900,EALL,443,4,"['CHN\xa0303', 'JPN\xa0303', 'KRN\xa0303']"
1901,EALL,445,4,
1902,EALL,460,2,
1903,EALL,507,1-4,
1904,EALL,508,1-21,
1905,EALL,510,1-5,
1906,EALL,542,4,
1907,EALL,543,4,
1908,EALL,545,4,
1909,EALL,560,2,
1910,EALL,601,1-10,
1911,EALL,603,1-16,
1912,EALL,605,1-16,
1913,EALL,607,1-6,
1914,EALL,608,1-4,
1915,EALL,609,1-12,
1916,EALL,611,2,
1917,EALL,680,5,
1918,EC,101,4,
1919,EC,199,1-5,
1920,EC,201,4,
1921,EC,202,4,
1922,EC,311,4,"['EC\xa0201', 'MATH\xa0111', 'FIN\xa0311', 'FIN\xa0311']"
1923,EC,313,4,"['EC\xa0202', 'MATH\xa0111', 'EC\xa0311']"
1924,EC,320,4,"['MATH\xa0242', 'MATH\xa0252', 'STAT\xa0243', 'DSCI\xa0102', 'MATH\xa0343', 'MATH\xa0345', 'DSCI\xa0345']"
1925,EC,327,4,"['EC\xa0101', 'EC\xa0201']"
1926,EC,328,4,['EC\xa0201']
1927,EC,330,4,['EC\xa0201']
1928,EC,333,4,['EC\xa0201']
1929,EC,340,4,['EC\xa0201']
1930,EC,350,4,['EC\xa0201']
1931,EC,360,4,['EC\xa0201']
1932,EC,370,4,['EC\xa0202']
1933,EC,380,4,['EC\xa0201']
1934,EC,390,4,['EC\xa0201']
1935,EC,399,1-5,
1936,EC,400,1-5,
1937,EC,401,1-21,
1938,EC,404,1-4,
1939,EC,405,1-21,
1940,EC,407,1-5,
1941,EC,408,1-21,
1942,EC,410,1-5,"['EC\xa0311', 'EC\xa0313', 'EC\xa0320', 'EC\xa0423']"
1943,EC,411,4,"['MATH\xa0253', 'MATH 263']"
1944,EC,412,4,['EC\xa0411']
1945,EC,413,4,"['MATH\xa0253', 'MATH 263']"
1946,EC,418,2,"['EC\xa0311', 'EC\xa0313', 'EC\xa0320', 'EC\xa0423']"
1947,EC,419,4,"['EC\xa0311', 'EC\xa0320']"
1948,EC,421,4,"['EC\xa0320', 'EC\xa0423']"
1949,EC,422,4,"['EC\xa0320', 'EC\xa0423', 'EC\xa0421', 'EC\xa0424']"
1950,EC,423,4,"['MATH\xa0281', 'MATH\xa0341', 'MATH\xa0282', 'MATH\xa0461']"
1951,EC,424,4,"['EC\xa0423', 'EC\xa0523']"
1952,EC,425,4,"['EC\xa0424', 'EC\xa0524']"
1953,EC,427,4,"['EC\xa0311', 'EC\xa0320', 'EC\xa0423']"
1954,EC,428,4,"['EC\xa0311', 'EC\xa0320', 'EC\xa0423']"
1955,EC,430,4,"['EC\xa0311', 'FIN\xa0311', 'EC\xa0320', 'EC\xa0423']"
1956,EC,434,4,"['EC\xa0311', 'EC\xa0320', 'EC\xa0423']"
1957,EC,440,4,"['EC\xa0311', 'EC\xa0320', 'EC\xa0423']"
1958,EC,443,4,"['EC\xa0311', 'EC\xa0320', 'EC\xa0423']"
1959,EC,448,4,"['EC\xa0311', 'EC\xa0313', 'EC\xa0320']"
1960,EC,449,4,"['EC\xa0311', 'EC\xa0313', 'EC\xa0320', 'EC\xa0423']"
1961,EC,450,4,"['EC\xa0311', 'EC\xa0320', 'EC\xa0423']"
1962,EC,451,4,"['EC\xa0311', 'EC\xa0320', 'EC\xa0423']"
1963,EC,460,4,"['EC\xa0311', 'EC\xa0320', 'EC\xa0423']"
1964,EC,471,4,"['EC\xa0311', 'EC\xa0313', 'EC\xa0320', 'EC\xa0423']"
1965,EC,480,4,"['EC\xa0311', 'EC\xa0313', 'EC\xa0320', 'EC\xa0423']"
1966,EC,481,4,"['EC\xa0311', 'EC\xa0320', 'EC\xa0423']"
1967,EC,482,4,"['EC\xa0311', 'EC\xa0320']"
1968,EC,484,4,"['EC\xa0311', 'EC\xa0320', 'EC\xa0423']"
1969,EC,490,4,"['EC\xa0311', 'EC\xa0313', 'EC\xa0320', 'EC\xa0423']"
1970,EC,503,1-16,
1971,EC,507,1-5,
1972,EC,508,1-21,
1973,EC,510,1-5,
1974,EC,511,4,
1975,EC,512,4,
1976,EC,513,4,
1977,EC,522,4,
1978,EC,523,4,"['MATH\xa0281', 'MATH\xa0341', 'MATH\xa0282', 'MATH\xa0461']"
1979,EC,524,4,['EC\xa0523']
1980,EC,525,4,['EC\xa0524']
1981,EC,527,4,
1982,EC,528,4,
1983,EC,530,4,
1984,EC,534,4,
1985,EC,540,4,
1986,EC,543,4,
1987,EC,548,4,
1988,EC,549,4,
1989,EC,550,4,
1990,EC,551,4,
1991,EC,560,4,
1992,EC,571,4,
1993,EC,580,4,
1994,EC,581,4,
1995,EC,582,4,
1996,EC,584,4,
1997,EC,590,4,
1998,EC,601,1-16,
1999,EC,603,1-16,
2000,EC,605,1-16,
2001,EC,606,1-16,
2002,EC,607,1-5,
2003,EC,608,1-16,
2004,EC,609,1-12,
2005,EDUC,199,1-5,
2006,EDUC,399,1-5,
2007,EDUC,406,1-12,
2008,EDUC,407,1-5,
2009,EDUC,408,1-18,
2010,EDUC,410,1-5,
2011,EDUC,507,1-5,
2012,EDUC,508,1-18,
2013,EDUC,510,1-5,
2014,EDUC,605,1-16,
2015,EDUC,606,1-16,
2016,EDUC,607,1-5,
2017,EDUC,609,1-12,
2018,EDUC,610,1-5,
2019,EDUC,610,1-4,
2020,EDUC,611,3,
2021,EDUC,612,3,
2022,EDUC,614,3,['EDUC\xa0612']
2023,EDUC,615,3,
2024,EDUC,616,4,
2025,EDUC,620,3,"['EDUC\xa0640', 'EDUC\xa0641']"
2026,EDUC,621,3,['EDUC\xa0620']
2027,EDUC,630,4,
2028,EDUC,632,4,
2029,EDUC,634,4,
2030,EDUC,636,4,
2031,EDUC,640,3,['EDUC\xa0614']
2032,EDUC,641,3,
2033,EDUC,643,3,['EDUC\xa0641']
2034,EDUC,646,3,['EDUC\xa0643']
2035,EDUC,650,3,
2036,EDUC,652,3,['EDUC\xa0650']
2037,EDUC,654,3,['EDUC\xa0652']
2038,EDUC,656,3,['EDUC\xa0650']
2039,EDST,111,4,
2040,EDST,196,1-2,
2041,EDST,198,1-2,
2042,EDST,199,1-5,
2043,EDST,211,4,
2044,EDST,225,4,
2045,EDST,331,4,"['EDST\xa0111', 'EDST\xa0211']"
2046,EDST,332,3,"['EDST\xa0331', 'EDST\xa0338']"
2047,EDST,333,3,"['EDST\xa0332', 'EDST\xa0339']"
2050,EDST,342,4,['EDST\xa0333']
2051,EDST,343,4,['EDST\xa0342']
2052,EDST,399,1-5,
2053,EDST,401,1-18,
2054,EDST,402,1-6,
2055,EDST,404,1-18,
2056,EDST,405,1-18,
2057,EDST,406,1-12,
2058,EDST,407,1-5,
2059,EDST,408,1-6,
2060,EDST,409,1-12,
2061,EDST,410,1-5,
2062,EDST,420,4,"['EDST\xa0111', 'EDST\xa0225']"
2063,EDST,422,4,
2064,EDST,440,3,
2065,EDST,448,4,
2066,EDST,449,4,
2067,EDST,450,4,['EDST\xa0420']
2068,EDST,451,4,['EDST\xa0420']
2069,EDST,452,4,['EDST\xa0420']
2070,EDST,453,4,['EDST\xa0420']
2071,EDST,454,4,['EDST\xa0420']
2072,EDST,455,4,['EDST\xa0420']
2073,EDST,456,4,['EDST\xa0420']
2074,EDST,457,4,['EDST\xa0420']
2075,EDST,463,4,['EDST\xa0333']
2076,EDST,464,4,['EDST\xa0420']
2077,EDST,471,4,
2078,EDST,472,4,['EDST\xa0471']
2079,EDST,507,1-5,
2080,EDST,508,1-6,
2081,EDST,510,1-5,
2082,EDST,548,4,
2083,EDST,549,4,
2084,EDST,550,4,
2086,EDST,553,4,
2087,EDST,555,4,
2088,EDST,556,4,
2089,EDST,557,4,
2090,EDST,601,1-16,
2091,EDST,603,1-16,
2092,EDST,605,1-16,
2093,EDST,606,1-16,
2094,EDST,607,1-5,
2095,EDST,608,1-16,
2096,EDST,609,1-12,
2097,EDST,610,1-5,
2098,EDST,612,3,
2099,EDST,614,4,
2100,EDST,616,1-4,
2101,EDST,617,1-2,
2102,EDST,618,3,
2103,EDST,620,4,
2104,EDST,621,4,
2105,EDST,622,4,['EDST\xa0621']
2106,EDST,623,4,
2107,EDST,624,4,['EDST\xa0623']
2109,EDST,628,3,['EDST\xa0627']
2110,EDST,630,4,
2111,EDST,631,4,
2112,EDST,632,4,['EDST\xa0631']
2113,EDST,633,4,
2114,EDST,634,4,['EDST\xa0633']
2115,EDST,635,4,
2116,EDST,636,4,['EDST\xa0635']
2117,EDST,638,4,
2119,EDST,640,4,
2120,EDST,642,4,
2121,EDST,643,4,
2122,EDST,645,4,
2123,EDST,646,4,
2124,EDST,647,3,
2126,EDST,649,4,
2127,EDST,653,4,
2128,EDST,654,4,
2129,EDST,661,4,
2130,EDST,662,4,
2131,EDST,663,4,
2132,EDST,664,4,
2133,EDST,666,4,
2134,EDST,667,4,
2135,EDST,673,4,
2136,EDST,675,4,"['EDUC\xa0630', 'EDUC\xa0632']"
2137,EDST,681,4,
2138,EDST,682,2,
2139,EDST,683,10,
2140,EDST,686,4,
2141,EDST,687,2,
2142,EDST,688,10,
2143,EDLD,211,3,
2144,EDLD,411,3,
2145,EDLD,503,1-16,
2146,EDLD,507,1-4,
2147,EDLD,508,1-21,
2148,EDLD,510,1-4,
2149,EDLD,601,1-16,
2150,EDLD,603,1-16,
2151,EDLD,604,1-12,
2152,EDLD,605,1-16,
2153,EDLD,606,1-16,
2154,EDLD,607,1-6,
2155,EDLD,608,1-16,
2156,EDLD,609,1-12,
2157,EDLD,610,1-7,
2158,EDLD,611,2,
2159,EDLD,612,4,
2160,EDLD,613,4,
2161,EDLD,614,4,
2162,EDLD,615,3,
2163,EDLD,616,4,
2164,EDLD,617,4,
2165,EDLD,624,3,
2166,EDLD,625,3,
2167,EDLD,627,3,
2168,EDLD,628,3,['EDUC 642']
2169,EDLD,629,3,['EDLD\xa0628']
2170,EDLD,631,3,
2171,EDLD,632,3,
2172,EDLD,633,3,"['EDUC 642', 'EDUC 644']"
2173,EDLD,634,3,['EDLD\xa0633']
2174,EDLD,635,4,
2175,EDLD,636,2,
2176,EDLD,638,3,
2177,EDLD,640,4,"['EDLD\xa0651', 'EDLD\xa0652', 'EDLD\xa0653', 'EDLD\xa0654']"
2178,EDLD,642,3,
2179,EDLD,643,3,
2180,EDLD,644,3,
2181,EDLD,649,2,
2182,EDLD,650,3,"['EDUC\xa0612', 'EDUC\xa0614', 'EDUC\xa0640']"
2183,EDLD,651,3,
2184,EDLD,652,3,['EDLD\xa0651']
2185,EDLD,653,3,['EDLD\xa0651']
2186,EDLD,654,3,['EDLD\xa0651']
2187,EDLD,659,3,
2188,EDLD,661,3,
2189,EDLD,667,3,['EDLD 560']
2190,EDLD,675,4,
2191,EDLD,677,3,
2192,EDLD,684,3,
2193,EDLD,685,3,
2194,EDLD,686,4,
2195,EDLD,687,3,
2196,EDLD,692,3,
2197,EDLD,694,3,['EDLD\xa0699']
2198,EDLD,696,3,
2199,EDLD,697,3,
2200,EDLD,698,3,['EDLD\xa0696']
2201,EDLD,699,3,
2202,EDLD,708,1-16,
2203,EDLD,709,1-16,
2204,EDLD,710,1-5,
2205,ENG,104,4,
2206,ENG,105,4,
2207,ENG,106,4,
2208,ENG,107,4,
2209,ENG,108,4,
2210,ENG,110,4,
2211,ENG,199,1-5,
2212,ENG,200,4,['WR\xa0122']
2213,ENG,200,4,
2214,ENG,205,4,
2215,ENG,207,4,
2216,ENG,208,4,
2217,ENG,209,4,
2218,ENG,225,4,
2219,ENG,230,4,
2220,ENG,240,4,
2221,ENG,241,4,
2222,ENG,242,4,
2223,ENG,243,4,
2224,ENG,244,4,
2225,ENG,250,4,
2226,ENG,260,4,
2227,ENG,280,4,
2228,ENG,303,4,
2229,ENG,304,4,"['ENG\xa0205', 'ENG\xa0303']"
2230,ENG,305,4,['ENG\xa0205']
2231,ENG,313,4,
2232,ENG,315,4,
2233,ENG,316,4,
2234,ENG,321,4,
2235,ENG,322,4,
2236,ENG,323,4,
2237,ENG,325,4,
2238,ENG,330,4,['WR\xa0122']
2239,ENG,335,4,"['WR\xa0122', 'WR\xa0123']"
2240,ENG,340,4,
2241,ENG,352,4,
2242,ENG,360,4,
2243,ENG,361,4,
2244,ENG,363,4,
2245,ENG,365,4,
2246,ENG,380,4,
2247,ENG,381,4,
2248,ENG,385,4,
2249,ENG,386,4,
2250,ENG,391,4,
2251,ENG,392,4,
2252,ENG,394,4,
2253,ENG,395,4,
2254,ENG,399,1-5,
2255,ENG,400,1-5,
2256,ENG,401,1-21,
2257,ENG,403,1-12,
2258,ENG,404,1-6,
2259,ENG,405,1-21,
2260,ENG,407,1-5,
2261,ENG,408,1-21,
2262,ENG,410,1-5,
2263,ENG,413,4,
2264,ENG,419,4,
2265,ENG,420,4,
2266,ENG,423,4,
2267,ENG,425,4,
2268,ENG,427,4,
2269,ENG,428,4,
2270,ENG,429,4,['ENG\xa0428']
2271,ENG,430,4,['ENG\xa0429']
2272,ENG,434,4,
2273,ENG,436,4,
2274,ENG,448,4,
2275,ENG,455,4,
2276,ENG,457,4,
2277,ENG,461,4,
2278,ENG,468,4,
2279,ENG,470,4,['ENG\xa0250']
2280,ENG,479,4,
2281,ENG,480,4,
2282,ENG,485,4,
2283,ENG,486,4,
2284,ENG,488,4,
2285,ENG,491,4,"['WR\xa0122', 'WR\xa0123']"
2286,ENG,492,4,
2287,ENG,493,4,
2288,ENG,494,4,
2289,ENG,496,4,
2290,ENG,503,1-16,
2291,ENG,507,1-5,
2292,ENG,508,1-21,
2293,ENG,510,1-5,
2294,ENG,513,4,
2295,ENG,519,4,
2296,ENG,520,4,
2297,ENG,528,4,
